"","id","SITE","SPECIES","Myc","N","nyears","amb.rep","elev.rep","yi","vi","Experiment.Name","note","legumes","Source.Reference","Site.Name","Site.Name2","Species","Species2","Country","Latitude","Lat","Longitude","Lon","MAP","MAT","ph","CNr","totN.","CNr2","comment","comment2","map","PamountBray2","PamountBray","PamountBray09_new","P_ref","Age.at.start","ambco2","co2conc","Fumigation.type","Biome","System.Type","ESA_PAN","MODIS_PAN","CNwise","Ntot","NtotPerc","pHgrids","CEC","Pretention","PamountBray_GSDE","PamountBray09","PamountOlsen","PamountMehlich","PTot","PHO","ENa","Ktot","Ptot_ORNL","Plabile","Porg","Poccluded","Psecondary","Papatite","ClayPerc","MATcru","AGTcru0","AGTcru5","GDD","Alpha","PETcru","MAPcru","MAPmax","AETsplash","PETsplash2","waterlim","moisture","SolRad","Twarm","T_Day.range","Isothermality","T_seasonality","Tmax_warmestM","Tmin_coldestM","T_An.range","T_wettestQ","T_driestsQ","T_warmestQ","T_coldestQ","P_wettestM","P_driestM","P_seasonality","P_wettestQ","P_driestQ","P_warmestQ","P_coldestQ","MWD","MAPraw","MAP2","Age2","newN","Classification","deltaco2"
"53","Hyderabad_Gmelina arborea-AM_Nhigh","Hyderabad","Gmelina arborea","AM","Nhigh",0.33,4,4,0.300421166817678,0.00501604019735141,"Hyderabad","","","Reddy et al., 2010","Hyderabad","Hyderabad","Gmelina arborea","G. arborea","India",17.1,"N",78.23,"E",1750,27,7.5,8.95,0.0915,NA,"Rasineni et al. 2011","Year 2009, elevated CO2. Table S1. Assumed bulk density: 1.3 g/cm3 and 0-7.5cm = 0.82/(528*1.3*10^6/(0.075*10^7)*10^(-4))","",1074,1074,10.18000031,"","0.08",360,460,"OTC","Tropical_Forest","Tree Stand","Cropland","Croplands",11,1.299999952,0.129999995,71,30,4,1074,10.18000031,523,526,600,600,0.479999989,130,503.8467712,36.5202446,124.9643555,190.2079315,57.30319977,94.8509903,29,26.21538497,26.21538497,26.21538497,7774,1.25999999,1794.100043,2777.700075,1282.099976,967.2772217,1959.506592,1,0.357130725,19386.75,30.0833327,11.4666663,52.8417853,318.7107365,36.75999832,15.06000042,21.6999979,25.19333363,22.81600014,30.10666625,22.0260005,182,2,110.1777325,486,8,51,19,0,"watered",1282.099976,0.08,NA,NA,0.245122458032985
"54","IMAGINE_grassland_legume-AM_Nlow","IMAGINE","grassland_legume","AM","Nlow",2,5,5,0.0939606887518592,0.0206725883835193,"IMAGINE","one grazing period in mid-April ","Y","Cantarel et al. 2012","FMC","FMC","grassland","grassland","France",45.71,"N",3,"E",575,12.4,6.2,9.8,0.15,NA,"Bloor 2010","","totN",1240,NA,11.645,"","1",395,588,"FACE","Grassland","Grassland","Grassland","Croplands",14,1.559999943,0.155999994,62,19,8,1240,11.64500046,474,863,700,30,0.729999959,91,394.1975708,48.70565033,160.2671814,89.78244019,28.26911926,67.17318726,18,14.43923108,14.43923108,16.41000036,1832,1.164530506,864.600005,640.3000116,1021.200012,881.4799805,936.0185547,0.941733448,0.684067648,12604.83301,15.70000029,8.420333281,35.16677746,576.7801821,20.18000031,-3.763999939,23.94400024,13.68533317,2.498000105,15.71399991,1.766000032,94,46,21.71926351,241,151,229,164,NA,"575",575,1,NA,NA,0.397841182997505
"55","Jasper_FACE_Cali_grassland-AM_Nhigh","Jasper_FACE","Cali_grassland","AM","Nhigh",16,8,8,0.0456371405850418,0.0137614016217725,"JRBP_FACE3_cf","","N","Zhu et al. 2016","Jasper Ridge FACE","Jasper Ridge FACE F","annual grassland","grassland","USA",37.4,"N",-122.24,"W",677,19.3,6.75,13.33,0.115,NA,"Bruce unpublished, Gutknechta et al. 2012","elev 2015, 17 y CO2","",2325,NA,23.12,"","1",380,680,"FACE","Grassland","Grassland","Other","Woody savannas",11,1.879999995,0.188,65,26,1,2325,23.12000084,499,1085,400,2000,NA,201,532.3766479,27.95848846,99.73036957,234.4909821,23.36106491,146.8357391,18,15.66153859,15.66153859,15.66153859,3119,0.789772663,1060.800024,530.7000069,1326.5,665.0767212,1225.270752,0.542799802,0.433128764,16679.66602,18,12.68966625,57.05785305,356.8337663,24.53199959,2.292000055,22.23999953,10.3646665,17.90866629,18.28799963,9.528666615,122,2,90.12984942,317,9,13,315,NA,"677",677,1,"Nlow","low",0.581921545449721
"56","Jasper_FACE_Cali_grassland-AM_Nlow","Jasper_FACE","Cali_grassland","AM","Nlow",16,8,8,-0.0247707417129551,0.0140676578897484,"JRBP_FACE3_c","dominant sps are annual grasses and forbs","N","Zhu et al. 2016","Jasper Ridge FACE","Jasper Ridge FACE","annual grassland","grassland","USA",37.4,"N",-122.24,"W",677,19.3,6.75,14.55,0.115,NA,"Bruce unpublished, Gutknechta et al. 2012","elev 2015, 17 y CO2","",2325,NA,23.12,"","1",380,680,"FACE","Grassland","Grassland","Other","Woody savannas",11,1.879999995,0.188,65,26,1,2325,23.12000084,499,1085,400,2000,NA,201,532.3766479,27.95848846,99.73036957,234.4909821,23.36106491,146.8357391,18,15.66153859,15.66153859,15.66153859,3119,0.789772663,1060.800024,530.7000069,1326.5,665.0767212,1225.270752,0.542799802,0.433128764,16679.66602,18,12.68966625,57.05785305,356.8337663,24.53199959,2.292000055,22.23999953,10.3646665,17.90866629,18.28799963,9.528666615,122,2,90.12984942,317,9,13,315,NA,"677",677,1,"Nlow","low",0.581921545449721
"57","Jasper_OTC3_sandstone grassland-AM_Nlow","Jasper_OTC3","sandstone grassland","AM","Nlow",6,10,10,0.0719234558912148,0.0545249897258628,"JRBP_OTC2sand_c","","N","Hungate et al., 1997; Higgins et al., 2002","Jasper Ridge OTC","Jasper Ridge OTC - sandstone","Sandstone grassland","sandstone","USA",37.4,"N",-122.21,"W",677,19.3,5.5,11.6,0.12,NA,"Bruce pers. Comm","","",2325,NA,23.12,"","1",360,720,"OTC","Grassland","Grassland","Other","Woody savannas",11,1.879999995,0.188,63,23,1,2325,23.12000084,499,1085,400,2000,NA,201,532.3766479,27.95848846,99.73036957,234.4909821,23.36106491,146.8357391,22,15.66153859,15.66153859,15.66153859,3119,0.789772663,1060.800024,530.7000069,1326.5,665.0767212,1225.270752,0.542799802,0.433128764,16679.66602,18.63333337,12.68966625,57.05785305,356.8337663,24.53199959,2.292000055,22.23999953,10.3646665,17.90866629,18.28799963,9.528666615,122,2,90.12984942,317,9,13,315,NA,"677",677,1,NA,NA,0.693147180559945
"58","Jasper_OTC3_serpentine grassland-AM_Nlow","Jasper_OTC3","serpentine grassland","AM","Nlow",6,10,10,0.0687626836396127,0.0263460273066528,"JRBP_OTC2ser_c","","N","Hungate et al., 1997","Jasper Ridge OTC","Jasper Ridge OTC - serpentine","Serpentine grassland","serpentine","USA",37.4,"N",-122.21,"W",677,19.3,6.6,12,0.16,NA,"Bruce pers. Comm","","",2325,NA,23.12,"","1",360,720,"OTC","Grassland","Grassland","Other","Woody savannas",11,1.879999995,0.188,63,23,1,2325,23.12000084,499,1085,400,2000,NA,201,532.3766479,27.95848846,99.73036957,234.4909821,23.36106491,146.8357391,22,15.66153859,15.66153859,15.66153859,3119,0.789772663,1060.800024,530.7000069,1326.5,665.0767212,1225.270752,0.542799802,0.433128764,16679.66602,18.63333337,12.68966625,57.05785305,356.8337663,24.53199959,2.292000055,22.23999953,10.3646665,17.90866629,18.28799963,9.528666615,122,2,90.12984942,317,9,13,315,NA,"677",677,1,NA,NA,0.693147180559945
"59","Kangbo FACE_rice-AM_Nhigh","Kangbo FACE","rice","AM","Nhigh",2,3,3,0.105474794239794,0.00216241826968929,"Kangbo FACE","","","Cai et al. 2016","Kangbo FACE","Kangbo FACE","Oryza sativa","O. sativa","China",31.5,"N",120.55,"E",1150,25.6,6.3,9.35,0.16,NA,"Yang et al. 2015","OC=SOM*0.58","",1854,NA,18.185,"","1",400,511,"FACE","Cropland","Agricultural","Cropland","Croplands",11,1.399999976,0.139999998,72,16,1,1854,18.18499947,409,967,300,200,6.239999771,182,321.8891602,39.77147675,130.8690491,73.31347656,23.08366013,54.85147858,27,17.30000024,17.30000024,18.69166692,3619,1.254393438,991.000011,1105.900023,1627.5,1115.913086,1115.912964,1.000000109,0.991027131,14939.5,26.64999994,7.927000086,24.0386961,908.845724,32.20399857,-0.772000015,32.97599858,26.62733301,11.59733311,26.62733301,4.338666598,150,31,55.53586487,413,105,413,125,NA,"1150",1150,1,NA,NA,0.244905043095723
"60","Kangbo FACE_wheat-AM_Nhigh","Kangbo FACE","wheat","AM","Nhigh",2,3,3,0.111649337479611,0.00229820685346066,"Kangbo FACE","","","Cai et al. 2016","Kangbo FACE","Kangbo FACE","Triticum aestivum ","T. aestivum ","China",31.5,"N",120.55,"E",1150,10.2,6.3,9.35,0.16,NA,"Yang et al. 2015","OC=SOM*0.58","",1854,NA,18.185,"","1",400,490,"FACE","Cropland","Agricultural","Cropland","Croplands",11,1.399999976,0.139999998,72,16,1,1854,18.18499947,409,967,300,200,6.239999771,182,321.8891602,39.77147675,130.8690491,73.31347656,23.08366013,54.85147858,27,17.30000024,17.30000024,18.69166692,3619,1.254393438,991.000011,1105.900023,1627.5,1115.913086,1115.912964,1.000000109,0.991027131,14939.5,26.64999994,7.927000086,24.0386961,908.845724,32.20399857,-0.772000015,32.97599858,26.62733301,11.59733311,26.62733301,4.338666598,150,31,55.53586487,413,105,413,125,NA,"1150",1150,1,NA,NA,0.20294084399669
"61","LYCOG_clay_grassland-AM_Nlow","LYCOG_clay","grassland","AM","Nlow",10,2,2,0.202984172491682,0.00631819520260897,"","","","Polley et al. 2018","LYCOG","LYCOG clay","Grassland","grassland","USA",31.05,"N",-97.2,"W",560,21,7.4,11.75,0.225,NA,"Fay et al. 2012","2005 0-10cm","ph",794,794,8.244999886,"","seedlings",350,475,"G","Grassland","Grassland","","",12,1.5,0.15,74,27,4,794,8.244999886,394,929,600,100,NA,126,297.1404114,16.12194824,36.17850876,140.3009796,18.22802162,86.31096649,40,21.80384664,21.80384664,21.80384664,4843,1.009342228,1639.200013,538.5999985,1256.900024,1155.047241,1380.734375,0.836545582,0.390082269,16528.91602,28.26666705,12.21100012,37.31511863,746.1896043,35.42000198,2.696000099,32.72400188,23.217333,9.884000142,28.26733367,9.884000142,117,46,28.86088976,280,179,182,179,NA,"560",560,0,NA,NA,0.305381649551182
"62","LYCOG_sandyloam_grassland-AM_Nlow","LYCOG_sandyloam","grassland","AM","Nlow",10,2,2,0.242116103637544,0.0181186179859093,"","","","Polley et al. 2018","LYCOG","LYCOG sandy loam","Grassland","grassland","USA",31.05,"N",-97.2,"W",560,21,7.4,10,0.08,NA,"Fay et al. 2012","2005 0-10cm","ph",794,794,8.244999886,"","seedlings",350,475,"G","Grassland","Grassland","","",12,1.5,0.15,74,27,4,794,8.244999886,394,929,600,100,NA,126,297.1404114,16.12194824,36.17850876,140.3009796,18.22802162,86.31096649,40,21.80384664,21.80384664,21.80384664,4843,1.009342228,1639.200013,538.5999985,1256.900024,1155.047241,1380.734375,0.836545582,0.390082269,16528.91602,28.26666705,12.21100012,37.31511863,746.1896043,35.42000198,2.696000099,32.72400188,23.217333,9.884000142,28.26733367,9.884000142,117,46,28.86088976,280,179,182,179,NA,"560",560,0,NA,NA,0.305381649551182
"63","LYCOG_siltyclay_grassland-AM_Nlow","LYCOG_siltyclay","grassland","AM","Nlow",10,2,2,0.208217901097534,0.0215953955904059,"","","","Polley et al. 2018","LYCOG","LYCOG silty clay","Grassland","grassland","USA",31.05,"N",-97.2,"W",560,21,7.4,12.2,0.17,NA,"Fay et al. 2012","2005 0-10cm","ph",794,794,8.244999886,"","seedlings",350,475,"G","Grassland","Grassland","","",12,1.5,0.15,74,27,4,794,8.244999886,394,929,600,100,NA,126,297.1404114,16.12194824,36.17850876,140.3009796,18.22802162,86.31096649,40,21.80384664,21.80384664,21.80384664,4843,1.009342228,1639.200013,538.5999985,1256.900024,1155.047241,1380.734375,0.836545582,0.390082269,16528.91602,28.26666705,12.21100012,37.31511863,746.1896043,35.42000198,2.696000099,32.72400188,23.217333,9.884000142,28.26733367,9.884000142,117,46,28.86088976,280,179,182,179,NA,"560",560,0,NA,NA,0.305381649551182
"64","Maricopa_cotton-AM_Nhigh","Maricopa","cotton","AM","Nhigh",3,4,4,0.312917412922686,0.00570424879397229,"Maricopa FACE","","","Wood et al 1994","Maricopa FACE","Maricopa FACE F","Gossypium hirsutum","G. hirsutum","USA",33.0628,"N",-111.9826,"W",423,21.8,8.2,6.3,0.12,NA,"Wood et al 1994. MAP Wall et al. 2006 Fig 1","","pH",1293,1293,12.43999958,"","1",370,550,"FACE","Cropland","Agricultural","Shrubland","Shrublands",9,0.75,0.075,83,17,4,1293,12.43999958,-999,-999,800,-999,NA,239,297.1404114,25.42227936,14.3360939,51.33234406,16.99760437,189.0520782,20,22.66636948,22.66636948,22.66636948,5464,0.497396698,2029.800048,247.6000036,531.5,476.8636169,1731.543213,0.275398046,0.142993835,19356.08398,31.28333314,19.57566619,47.77349435,794.9388006,41.7879982,0.811999977,40.97599822,30.83866628,24.72000011,31.28066603,11.95066634,31,3,48.53073817,74,13,58,61,NA,"423",423,1,NA,NA,0.396415272588246
"65","Maricopa_dry_sorghum-AM_Nhigh","Maricopa_dry","sorghum","AM","Nhigh",2,4,4,0.145059199541505,0.0122486055078648,"Maricopa FACE","","","Ottman et al. 2001","Maricopa FACE","Maricopa FACE D","Sorghum bicolor","S. bicolor","USA",33.0628,"N",-111.9826,"W",482,21.8,8.2,11.61,0.08,NA,"Prior et al. 2008","","pH",1293,1293,12.43999958,"","1",370,550,"FACE","Cropland","Agricultural","Shrubland","Shrublands",9,0.75,0.075,83,17,4,1293,12.43999958,-999,-999,800,-999,NA,239,297.1404114,25.42227936,14.3360939,51.33234406,16.99760437,189.0520782,20,22.66636948,22.66636948,22.66636948,5464,0.497396698,2029.800048,247.6000036,531.5,476.8636169,1731.543213,0.275398046,0.142993835,19356.08398,31.28333314,19.57566619,47.77349435,794.9388006,41.7879982,0.811999977,40.97599822,30.83866628,24.72000011,31.28066603,11.95066634,31,3,48.53073817,74,13,58,61,NA,"482",482,1,NA,NA,0.396415272588246
"66","Maricopa_dry_wheat-AM_Nhigh","Maricopa_dry","wheat","AM","Nhigh",2,4,4,0.086606298851782,0.0166574726507457,"Maricopa FACE","","","Kimball et al. MS","Maricopa FACE","Maricopa FACE FD","Triticum aestivum ","T. aestivum ","USA",33.0628,"N",-111.9826,"W",423,21.8,8.2,13.1,0.064,NA,"Prior et al. 2008. used sorhum soil because Prior 1997 is pre-treatment. MAP Wall et al. 2006 Fig 1","pre-treatment in Prior et al. 1997","8.85",1293,1293,12.43999958,"","1",370,550,"FACE","Cropland","Agricultural","Shrubland","Shrublands",9,0.75,0.075,83,17,4,1293,12.43999958,-999,-999,800,-999,NA,239,297.1404114,25.42227936,14.3360939,51.33234406,16.99760437,189.0520782,20,22.66636948,22.66636948,22.66636948,5464,0.497396698,2029.800048,247.6000036,531.5,476.8636169,1731.543213,0.275398046,0.142993835,19356.08398,31.28333314,19.57566619,47.77349435,794.9388006,41.7879982,0.811999977,40.97599822,30.83866628,24.72000011,31.28066603,11.95066634,31,3,48.53073817,74,13,58,61,NA,"423",423,1,NA,NA,0.396415272588246
"67","Maricopa_wet_sorghum-AM_Nhigh","Maricopa_wet","sorghum","AM","Nhigh",2,4,4,0.027577545696719,0.0122486055078648,"Maricopa FACE","","","Ottman et al. 2001","Maricopa FACE","Maricopa FACE W","Sorghum bicolor","S. bicolor","USA",33.0628,"N",-111.9826,"W",1132,21.8,8.2,11.37,0.08,NA,"Prior et al. 2008","","pH",1293,1293,12.43999958,"","1",370,550,"FACE","Cropland","Agricultural","Shrubland","Shrublands",9,0.75,0.075,83,17,4,1293,12.43999958,-999,-999,800,-999,NA,239,297.1404114,25.42227936,14.3360939,51.33234406,16.99760437,189.0520782,20,22.66636948,22.66636948,22.66636948,5464,0.497396698,2029.800048,247.6000036,531.5,476.8636169,1731.543213,0.275398046,0.142993835,19356.08398,31.28333314,19.57566619,47.77349435,794.9388006,41.7879982,0.811999977,40.97599822,30.83866628,24.72000011,31.28066603,11.95066634,31,3,48.53073817,74,13,58,61,NA,"1132",1132,1,NA,NA,0.396415272588246
"68","Maricopa_wet_wheat-AM_Nhigh","Maricopa_wet","wheat","AM","Nhigh",5,4,4,0.0512677797503372,0.0141465545747645,"Maricopa FACE","","","Kimball et al. MS","Maricopa FACE","Maricopa FACE FW","Triticum aestivum ","T. aestivum ","USA",33.0628,"N",-111.9826,"W",750,21.8,8.2,13.14,0.065,NA,"Prior et al. 2008. used sorhum soil because Prior 1997 is pre-treatment. MAP Wall et al. 2006 Fig 1","pre-treatment in Prior et al. 1997","8.38",1293,1293,12.43999958,"","1",370,550,"FACE","Cropland","Agricultural","Shrubland","Shrublands",9,0.75,0.075,83,17,4,1293,12.43999958,-999,-999,800,-999,NA,239,297.1404114,25.42227936,14.3360939,51.33234406,16.99760437,189.0520782,20,22.66636948,22.66636948,22.66636948,5464,0.497396698,2029.800048,247.6000036,531.5,476.8636169,1731.543213,0.275398046,0.142993835,19356.08398,31.28333314,19.57566619,47.77349435,794.9388006,41.7879982,0.811999977,40.97599822,30.83866628,24.72000011,31.28066603,11.95066634,31,3,48.53073817,74,13,58,61,NA,"750",750,1,NA,NA,0.396415272588246
"69","Maricopa_wet_wheat-AM_Nlow","Maricopa_wet","wheat","AM","Nlow",2,4,4,0.0320495461455912,0.0142400720494824,"Maricopa FACE","","","Kimball et al. MS","Maricopa FACE","Maricopa FACE W","Triticum aestivum ","T. aestivum ","USA",33.0628,"N",-111.9826,"W",750,21.8,8.2,13.14,0.065,NA,"Prior et al. 2008. used sorhum soil because Prior 1997 is pre-treatment. MAP Wall et al. 2006 Fig 1","pre-treatment in Prior et al. 1997","8.38",1293,1293,12.43999958,"","1",370,550,"FACE","Cropland","Agricultural","Shrubland","Shrublands",9,0.75,0.075,83,17,4,1293,12.43999958,-999,-999,800,-999,NA,239,297.1404114,25.42227936,14.3360939,51.33234406,16.99760437,189.0520782,20,22.66636948,22.66636948,22.66636948,5464,0.497396698,2029.800048,247.6000036,531.5,476.8636169,1731.543213,0.275398046,0.142993835,19356.08398,31.28333314,19.57566619,47.77349435,794.9388006,41.7879982,0.811999977,40.97599822,30.83866628,24.72000011,31.28066603,11.95066634,31,3,48.53073817,74,13,58,61,NA,"750",750,1,NA,NA,0.396415272588246
"70","Maricopa2_cotton-AM_Nhigh","Maricopa2","cotton","AM","Nhigh",1,4,4,0.127395696540641,0.00753145468304752,"Maricopa FACE","","","Derner et al. 2003","Maricopa FACE","Maricopa 2 FACE","Gossypium hirsutum-Sorghum bicolor","cotton-sorghum","USA",33.0628,"N",-111.9826,"W",586.5,21.8,8.41,8.835,0.12,NA,"Average cotton and sorghum soils from Wood et al and Prior et al 2008","","pH",1293,1293,12.43999958,"","1",370,550,"FACE","Cropland","Agricultural","Shrubland","Shrublands",9,0.75,0.075,83,17,4,1293,12.43999958,-999,-999,800,-999,NA,239,297.1404114,25.42227936,14.3360939,51.33234406,16.99760437,189.0520782,20,22.66636948,22.66636948,22.66636948,5464,0.497396698,2029.800048,247.6000036,531.5,476.8636169,1731.543213,0.275398046,0.142993835,19356.08398,31.28333314,19.57566619,47.77349435,794.9388006,41.7879982,0.811999977,40.97599822,30.83866628,24.72000011,31.28066603,11.95066634,31,3,48.53073817,74,13,58,61,NA,"586.5",586.5,1,NA,NA,0.396415272588246
"71","Mekrijarvi_Pinus sylvestris-ECM_Nlow","Mekrijarvi","Pinus sylvestris","ECM","Nlow",3,4,4,0.370911491660458,0.119398600452476,"Mekrijarvi","","","Peltola et al, 2002","Mekrijarvi","Mekrijarvi","Pinus sylvestris","P. sylvestris","Finland",62.785719,"N",30.966667,"E",740,2.5,4.8,34,0.14,NA,"Niinistš et al. 2004","","",463,NA,4.77,"","20",380,700,"G","Boreal_Forest","Tree Stand","Boreal_Forest","Boreal_Neurope",19,9.539999962,0.953999996,54,19,5,463,4.769999981,NA,NA,700,NA,NA,90,426.0413513,30.09351921,185.2680664,120.2070923,50.57582474,39.89683914,8,8.475824392,15.78730204,22.18095304,1106,NA,498.8000097,633.1999969,781.7999878,502.9075623,502.9075623,1,1.259078297,8760.166992,14.5,7.571333295,21.80683536,966.8137869,18.99200058,-15.72799969,34.72000027,12.53733317,-4.546000083,14.48066664,-9.588666598,85,34,32.39273921,231,104,228,130,NA,"740",740,20,NA,NA,0.610909082322973
"72","NZ_pasture-AM_Nlow","NZ","pasture","AM","Nlow",12,3,3,0.0491842389171603,0.0536039292499949,"New Zealand FACE_c","","Y","pers.com. Paul Newton, NZFACE.R, non legumes species only","New Zealand FACE","New Zealand FACE","temperate pasture","pasture","New Zealand",-40.23,"S",175.27,"E",875,12.9,5.8,11.7,0.486,NA,"Ross et al. 2013","","",2034,2034,20.54999924,"","60",366,470,"FACE","Grassland","Grassland","Grassland","Woody savannas",12,2.730000019,0.273000002,59,26,1,2034,20.54999924,483,1849,300,NA,NA,137,321.8891602,34.7212944,49.01543808,69.44468689,16.98644829,151.721283,21,9.251538682,13.37500024,13.37500024,3065,1.259992917,770.4000214,1025.000021,1183.599976,949.1047974,962.8163452,0.985758917,1.064585189,14473.66699,17.1500001,8.166999896,47.17536964,329.4630042,21.68400002,4.372000217,17.3119998,9.66533343,17.1693333,17.1693333,9.012666623,113,59,19.22490367,295,195,195,284,NA,"875",875,60,"Nlow","medium",0.250099361302738
"73","ORNERP_grassland_dry_grassland-AM_Nlow","ORNERP_grassland_dry","grassland","AM","Nlow",2,3,3,0.274120779438369,0.0720746358739735,"ORNERP_grassland_c","Trifolium pratense, a herbaceous legume; Lespedeza cuneata (Dum. Cours.) G. Don, a N2-fixing sub-shrub ","Y","Kardol et al., 2010","Oak Ridge OTC","Oak Ridge OTC III D","Model grassland","Model grassland","USA",36,"N",-84,"W",104,14.3,5.6,NA,0.154,NA,"Garten et al. 2009","N-fixers Garten et al. 2008","",493,493,4.514999866,"","seedlings",380,680,"OTC","Grassland","Grassland","Grassland","Other",14,1.559999943,0.155999994,53,15,8,493,4.514999866,-999,1568,700,900,NA,23,206.9999847,14.29995537,54.27410507,103.9856186,27.64960861,6.790700436,22,16.46923102,16.46923102,17.7583336,3049,1.203579624,1050.300021,1587.600025,1826.800049,1121.192627,1121.610352,0.999627567,1.415464847,14694.16699,23.59999975,12.93866677,36.80776802,809.1095169,31.38800049,-3.763999939,35.15200043,21.73400021,14.56133348,23.66333357,3.66533339,124,72,14.26702547,335,250,319,304,NA,"104",104,0,NA,NA,0.581921545449721
"74","ORNERP_grassland_pooled_grassland-AM_Nlow","ORNERP_grassland_pooled","grassland","AM","Nlow",2,3,3,0.174543203504215,0.0193490611366524,"ORNERP_grassland_c","Trifolium pratense, a herbaceous legume; Lespedeza cuneata (Dum. Cours.) G. Don, a N2-fixing sub-shrub ","Y","Kardol et al., 2010","Oak Ridge OTC","Oak Ridge OTC III","Model grassland","Model grassland","USA",36,"N",-84,"W",1300,14.3,5.6,11.6,0.154,NA,"Garten et al. 2009","N-fixers Garten et al. 2008","",493,493,4.514999866,"","seedlings",380,680,"OTC","Grassland","Grassland","Grassland","Other",14,1.559999943,0.155999994,53,15,8,493,4.514999866,-999,1568,700,900,NA,23,206.9999847,14.29995537,54.27410507,103.9856186,27.64960861,6.790700436,22,16.46923102,16.46923102,17.7583336,3049,1.203579624,1050.300021,1587.600025,1826.800049,1121.192627,1121.610352,0.999627567,1.415464847,14694.16699,23.59999975,12.93866677,36.80776802,809.1095169,31.38800049,-3.763999939,35.15200043,21.73400021,14.56133348,23.66333357,3.66533339,124,72,14.26702547,335,250,319,304,NA,"1300",1300,0,NA,NA,0.581921545449721
"75","ORNERP_grassland_wet_grassland-AM_Nlow","ORNERP_grassland_wet","grassland","AM","Nlow",2,3,3,0.116189860403838,0.00509359672639583,"ORNERP_grassland_c","Trifolium pratense, a herbaceous legume; Lespedeza cuneata (Dum. Cours.) G. Don, a N2-fixing sub-shrub ","Y","Kardol et al., 2010","Oak Ridge OTC","Oak Ridge OTC III W","Model grassland","Model grassland","USA",36,"N",-84,"W",1300,14.3,5.6,NA,0.149,NA,"Garten et al. 2009","N-fixers Garten et al. 2008","",493,493,4.514999866,"","seedlings",380,680,"OTC","Grassland","Grassland","Grassland","Other",14,1.559999943,0.155999994,53,15,8,493,4.514999866,-999,1568,700,900,NA,23,206.9999847,14.29995537,54.27410507,103.9856186,27.64960861,6.790700436,22,16.46923102,16.46923102,17.7583336,3049,1.203579624,1050.300021,1587.600025,1826.800049,1121.192627,1121.610352,0.999627567,1.415464847,14694.16699,23.59999975,12.93866677,36.80776802,809.1095169,31.38800049,-3.763999939,35.15200043,21.73400021,14.56133348,23.66333357,3.66533339,124,72,14.26702547,335,250,319,304,NA,"1300",1300,0,NA,NA,0.581921545449721
"76","PHACE_prairie&shrub&forbs-AM_Nlow","PHACE","prairie&shrub&forbs","AM","Nlow",7,5,5,0.0313145178329433,0.0147835321053845,"PHACE_c","Perennial, also C4. Had been grazed by cattle at least since 1974, was fenced to prevent cattle entering in 2005, Age=30?","N","Mueller et al., 2016","PHACE","PHACE","Mixed-grass prairie","prairie","USA",41.18,"N",-104.9,"W",384,8,7,10.8,0.139,NA,"PHACECN.R 2013: pers. Comm (Yolima) and similar in Dijkstra et al 2012. ","PHACECN.R 0-15cm elev","",908,908,7.684999943,"","30",385,600,"FACE","Grassland","Grassland","Grassland","Grasslands",11,1.669999957,0.166999996,80,20,4,908,7.684999943,675,2045,400,1600,NA,190,297.1404114,15.60473537,55.66345978,130.8786774,13.03873348,81.95481873,21,10.17538478,14.29800027,17.29750033,1733,0.804770015,1217.200032,513.8000088,568.2000122,673.5335693,1153.020508,0.584147086,0.445612203,15644.91699,18.43333308,15.58999983,40.50613143,844.5114344,26.92399979,-11.56400013,38.48799992,15.57066655,-2.221333345,18.36599978,-2.221333345,63,11,55.65263549,172,33,150,33,NA,"384",384,30,"Nlow","low",0.443686320928362
"77","PHACE_t_prairie&shrub&forbs-AM_Nlow","PHACE_t","prairie&shrub&forbs","AM","Nlow",7,5,5,0.146088686355936,0.0120253453165651,"PHACE_c","Perennial, also C4. Had been grazed by cattle at least since 1974, was fenced to prevent cattle entering in 2005, Age=30?","N","Mueller et al., 2016","PHACE","PHACE T","Mixed-grass prairie","prairie","USA",41.18,"N",-104.9,"W",384,10,7,10.6,0.134,NA,"PHACECN.R 2013: pers. Comm (Yolima) and similar in Dijkstra et al 2012. ","PHACECN.R 0-15cm elev","",908,908,7.684999943,"","30",385,600,"FACE","Grassland","Grassland","Grassland","Grasslands",11,1.669999957,0.166999996,80,20,4,908,7.684999943,675,2045,400,1600,NA,190,297.1404114,15.60473537,55.66345978,130.8786774,13.03873348,81.95481873,21,10.17538478,14.29800027,17.29750033,1733,0.804770015,1217.200032,513.8000088,568.2000122,673.5335693,1153.020508,0.584147086,0.445612203,15644.91699,18.43333308,15.58999983,40.50613143,844.5114344,26.92399979,-11.56400013,38.48799992,15.57066655,-2.221333345,18.36599978,-2.221333345,63,11,55.65263549,172,33,150,33,NA,"384",384,30,"Nlow","low",0.443686320928362
